date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2024-07-17,2.9543983624526904,0.6513346340698474,-0.07160821569328163,1985.1997050772186,48.46063055834278
2024-07-18,2.951153539622677,0.651509094038516,-0.07138818249852115,2013.1438744712336,48.05797229881945
2024-07-19,2.947853475069298,0.6516994051027992,-0.0711771244918164,2020.4122588556415,48.892385047389396
2024-07-22,2.9445206680335043,0.651893025910237,-0.07096532691027842,2043.67236757821,47.99534641573378
2024-07-23,2.941183181242263,0.6520967639675905,-0.07076293683375016,2024.4667186446823,49.57074730411766
2024-07-24,2.937888703428182,0.6522852845219236,-0.07055061105830439,2044.8710500879763,49.23972833732986
2024-07-25,2.9345663453640296,0.65248404115888,-0.07034500343389748,2061.865433458109,47.50574652677943
2024-07-26,2.9313133879952846,0.6526850379347088,-0.07014996699650886,1990.9002156797387,50.34555606685909
2024-07-29,2.928277771567131,0.6528317999250136,-0.06992742044300378,1972.1981286387538,47.39644855085774
2024-07-30,2.9255246212562738,0.6529507949653951,-0.06971150991953219,2004.9331332672305,46.87671878618711
2024-07-31,2.9226991403055056,0.6530895371047865,-0.06950634092519885,2052.1801507659666,43.392869232345824
2024-08-01,2.9198991088645987,0.653249607741665,-0.0693253538157668,2060.605553864984,42.46734385887974
2024-08-02,2.917150355306267,0.6534089500448036,-0.06914982575944043,2044.37431667549,41.80377714362411
2024-08-05,2.9145382683223255,0.6535507401774215,-0.06897341863407785,2050.574311277731,37.94769516240548
2024-08-06,2.912143705599829,0.6536816887780674,-0.06881260965950396,2044.0340175723145,38.488399687303776
2024-08-07,2.9097768537519713,0.6538063990990975,-0.0686489257215411,2068.9983114671727,38.953230849246864
2024-08-08,2.907321476066468,0.6539458633766927,-0.06848909788499784,2089.042607716446,36.54628151017505
2024-08-09,2.9049569182134745,0.6540871545914084,-0.0683420660896216,2099.156664890499,35.68734757339222
2024-08-12,2.902634217794534,0.6542286839647754,-0.0682003106126952,2103.0044036101476,35.27170913748405
2024-08-13,2.9003456606820923,0.6543684847099166,-0.06806096014647912,2104.6976987392345,37.0553121109956
2024-08-14,2.8979731749237794,0.6545130003598245,-0.06791607516047263,2149.0316839723932,33.60017078449378
2024-08-15,2.895663680553887,0.654669554504448,-0.067790808003828,2102.6750485613793,34.97615820103992
2024-08-16,2.893452051588625,0.6548013579066514,-0.06765283055202861,2064.289802418495,37.00595704568794
2024-08-19,2.89129591318482,0.6549122011030859,-0.06750074799611022,2058.6787432741608,34.82628161718766
2024-08-20,2.8892929908821006,0.6550113097384135,-0.06735561382222968,2057.69717446815,34.53971917493397
2024-08-21,2.8873281563478828,0.6551068389476067,-0.06721154116445893,2068.257015625697,33.839265579020484
2024-08-22,2.885378888327323,0.6552051099578564,-0.06707208195440878,2057.5960717782805,32.472550729758474
2024-08-23,2.883552770564502,0.6552915662325065,-0.06693584989446191,2054.6303856642553,29.583891028615938
2024-08-26,2.8818929355506717,0.6553680405758725,-0.06680992885880072,2040.2730262299274,35.45981172465596
2024-08-27,2.880019106262366,0.6554464853200493,-0.06665992944194814,2049.355690116748,33.23114250823171
2024-08-28,2.878233903974891,0.6555241535577857,-0.06651993388649967,2038.7003097251738,32.43633638158272
2024-08-29,2.8765420763195277,0.6555916917691229,-0.06638121400884008,2035.09750408683,33.07814463736123
2024-08-30,2.874852349813623,0.6556561637608022,-0.06623969031348538,2012.4793641492088,31.694269626483518
2024-09-02,2.87331655775266,0.6557031308334216,-0.0660995034443092,2013.3155363269364,26.41187901640043
2024-09-03,2.872020688994537,0.6557420190070459,-0.06598047503075817,2008.452468603584,25.687813849790775
2024-09-04,2.8707833958946614,0.6557762045624548,-0.06586389478683909,2037.9354324195858,27.832803657914496
2024-09-05,2.8693768675246107,0.6558273283967406,-0.06574355025998375,2059.2176408902724,27.31145790236049
2024-09-06,2.867944862554155,0.6558871064604265,-0.06562869281948763,2053.048015818028,27.779281331358895
2024-09-09,2.866527124327155,0.6559427715165852,-0.06551145970836317,2045.320560434525,32.16363499644848
2024-09-10,2.864962079053174,0.6559993123771731,-0.06537713418184789,2039.2670293090473,30.997067162171877
2024-09-11,2.8634884516773833,0.6560482912165899,-0.06524638846686652,2058.5798354245435,29.605369395341864
2024-09-12,2.8620287823543125,0.656104247993591,-0.06512425460398952,2018.5002699055929,29.551629939702995
2024-09-13,2.8607216029570828,0.6561354966449927,-0.06499609742839066,2000.964587029595,33.88492816741573
2024-09-16,2.8593361640613035,0.6561571240400681,-0.0648488051737429,1989.095865747649,37.96217906111463
2024-09-17,2.8578832580443274,0.6561697778229104,-0.06468433055882526,1981.535348061166,39.99447462364276
2024-09-18,2.856418745552746,0.6561748913463603,-0.0645109338358517,1963.1271616413865,40.17074664176397
2024-09-19,2.8550581346269164,0.6561629312611361,-0.06433318359234098,1955.7693771064003,41.06520085112806
2024-09-20,2.8537293405908555,0.6561422911888382,-0.06415066322359095,1954.4280539773554,42.36134168959473
2024-09-23,2.8523975997897577,0.6561171227218712,-0.06396325728105545,1958.161717661321,44.00598145529253
2024-09-24,2.8510310648588812,0.6560912652785176,-0.0637709032222242,1965.8262766174166,46.09429297800216
2024-09-25,2.8495988294279293,0.6560679568604552,-0.06357305711997784,1973.9055151980197,43.37616356049783
2024-09-26,2.848223215884953,0.6560495764679962,-0.06338701096762943,1972.0586182501254,43.48711411584938
2024-09-27,2.8468833522337857,0.6560263274636335,-0.06320044297808332,1957.3174758392176,46.04477992382745
2024-09-30,2.845589199527711,0.655985160274244,-0.06300155912656469,1946.486585925823,46.80604637410517
2024-10-01,2.8443716435360895,0.6559296367550795,-0.06279766751953113,1946.614937232961,44.568396459561946
2024-10-02,2.8432317513659715,0.6558730838898379,-0.0626022014937586,1935.8485988259667,42.92388370030456
2024-10-03,2.842209094896203,0.655806012074526,-0.062410543467989806,1917.3753536242223,45.11451786113383
2024-10-04,2.841266566564427,0.6557166145026284,-0.0622064168590218,1918.6419283880623,46.177353809644295
2024-10-07,2.840323361887403,0.6556237462784191,-0.06199875028986251,1896.7939458756784,47.29275186030759
2024-10-08,2.839508654114979,0.6555054055065991,-0.061781403301320786,1893.5897069475498,47.25312404104838
2024-10-09,2.838739862801861,0.6553809274103057,-0.0615635444569031,1892.7688137607,45.22692787496065
2024-10-10,2.838029189644667,0.6552571155787283,-0.06135344162919654,1901.5063800351738,45.22906833207245
2024-10-11,2.837293166417515,0.6551386938599947,-0.061145622680364255,1915.9774051548313,43.765787247235586
2024-10-14,2.8365161198989957,0.6550343391139334,-0.06094684704380913,1918.7384098838536,44.540807945147606
2024-10-15,2.8357345154656577,0.6549283646883216,-0.06074591062995063,1917.3535650978722,46.33659910590235
2024-10-16,2.834961280876991,0.6548144858507793,-0.060538112255101105,1925.091212183227,44.58847364657104
2024-10-17,2.8341920824419007,0.6547086040141645,-0.06033878488818962,1922.2980337190493,43.76178675340101
2024-10-18,2.8334710564165517,0.654599314353627,-0.06014195543302355,1929.8677501006166,42.59526332084287
2024-10-21,2.832746225175114,0.6544967466526856,-0.059951369453549744,1928.0581596452575,43.549092964562305
2024-10-22,2.832038076402752,0.6543881947406816,-0.059756871357491456,1923.6346316167615,43.228342571704445
2024-10-23,2.8313757225029303,0.6542741449502151,-0.05956251576433184,1932.3433231085564,41.534372660046984
2024-10-24,2.830703880965526,0.654169562519026,-0.05937647148097784,1915.0839934859914,41.947821048397536
2024-10-25,2.830136159571417,0.6540467242531629,-0.059184973922820454,1878.421608573974,41.627416755477164
2024-10-28,2.8297868984061068,0.653889921622275,-0.058986334797586734,1846.7661699553305,39.43616912054899
2024-10-29,2.829638131794194,0.6537105548502455,-0.05878969905763384,1853.9776123985127,40.220679182678424
2024-10-30,2.829467566323394,0.653532481385326,-0.05859169971621108,1869.8711379540534,39.86953148341848
2024-10-31,2.829228372367388,0.6533679712452584,-0.05839886440635663,1836.9117299130874,39.37523280561415
2024-11-01,2.8291835652850086,0.6531744433297678,-0.058200873301218585,1848.3275824612142,39.29944152927385
2024-11-02,2.8290924754763376,0.6529896293405052,-0.05800594229025989,1853.1860813320316,39.99565538152616
2024-11-05,2.828989263019715,0.6528046131959506,-0.05780936153861407,1864.6340950266901,40.32297312264623
2024-11-06,2.828838113914773,0.6526268093170102,-0.05761414657392183,1894.5222920644333,40.5562769651187
2024-11-07,2.8285379806213977,0.6524730944444463,-0.057424776850445725,1955.1648236901021,37.61653070874145
2024-11-08,2.827962788125555,0.6523773164975507,-0.05725956813149038,1962.0098758023444,39.37544523733496
2024-11-11,2.827347288041671,0.6522814546537341,-0.05708937801729632,1962.4898484030034,41.92735836399739
2024-11-12,2.826718892096447,0.6521781886086556,-0.056910245804681056,1989.445952039968,38.569233166311065
2024-11-13,2.82601701827771,0.6521018934646685,-0.05674898087876845,2000.4978557942898,38.165106850492904
2024-11-14,2.8252846565854286,0.6520331350988299,-0.05659149865799679,2007.7356088359656,34.35384560240602
2024-11-15,2.8245966591760006,0.6519739819248603,-0.05644898016143761,2011.1820631615576,36.199007050311
2024-11-18,2.8238742638831194,0.6519131399064207,-0.05630061166541056,2007.1140244645433,35.55632449560735
2024-11-19,2.8231994627641823,0.6518481538561645,-0.05615391240943129,1957.0547425975694,34.411671924340936
2024-11-20,2.822792082614379,0.6517454010143772,-0.05600222413491704,1985.457977334286,30.795515676772677
2024-11-21,2.8223149190720815,0.6516702274524502,-0.05586945741694027,1986.6591395173498,29.292436176244617
2024-11-22,2.8218635879283305,0.6515979375018673,-0.05574271403839394,1999.6299385202276,29.076383098666582
2024-11-25,2.8213732955206927,0.6515334496075685,-0.05561899323388676,1987.4404540134065,27.334129427101274
2024-11-26,2.8209648512355483,0.651463848894687,-0.055500162454844154,1992.1392285391855,23.70370327013145
2024-11-27,2.820595832695026,0.6514044304765856,-0.05539626188576924,2002.2593773825333,24.453406394206855
2024-11-28,2.820186289455831,0.6513484537335615,-0.05529087383740391,1995.9736328679685,27.650984864915774
2024-11-29,2.8197565199211296,0.651281654181708,-0.05517232033083423,1989.4879164589934,29.58108358800564
2024-12-02,2.819329635287768,0.6512059754600689,-0.05504535663356999,2009.7865952239597,28.707197378423533
2024-12-03,2.818833911135711,0.6511450029757868,-0.05492468650212398,2017.1215610517054,25.904162100962267
2024-12-04,2.818355517807273,0.651093332414488,-0.05481540621693944,2015.0536843070558,23.352544865560954
2024-12-05,2.8179278464494555,0.6510448502623468,-0.054715488335099406,2020.4389599890449,24.271509791793665
2024-12-06,2.8174672138117725,0.6509974391791383,-0.054612682415930404,2046.752254139664,23.914850704101664
2024-12-09,2.8169270162487856,0.650964526215488,-0.05451462810617347,2029.0819888508984,26.800691846713832
2024-12-10,2.816399389649021,0.650916887381593,-0.05440354599907867,2030.5553205884207,24.239412461264507
2024-12-11,2.815918662869086,0.6508733890869431,-0.05430226417398072,2067.8578316867183,21.504484568485125
2024-12-12,2.815375692649143,0.6508523199746843,-0.054215678912268625,2037.965721005102,22.30971180274135
2024-12-13,2.8149124865777977,0.6508149127389982,-0.05412260878341012,2057.1624114082797,20.80718499511649
2024-12-16,2.814421386984459,0.6507887857426071,-0.05403736157687854,2031.6529870232762,19.129596218405354
2024-12-17,2.814040745809455,0.6507528699600255,-0.05395581642892019,2017.6826837125664,17.815849795866235
2024-12-18,2.8137244925561915,0.6507130088393003,-0.0538781719420847,2037.3499467625,18.259016023665243
2024-12-19,2.813350118471851,0.6506805146774752,-0.05380080510293745,2025.149236537425,19.322070512275722
2024-12-20,2.81299455840647,0.650640371220497,-0.053718164832094246,2187.6479704533285,20.60532753143376
2024-12-23,2.8121410631481063,0.6506735282307047,-0.05364784472427981,2319.0644588056107,16.53319896902996
2024-12-24,2.8111492622851535,0.6507473536288925,-0.053601031837702116,2299.829128336408,17.0069535533937
2024-12-25,2.810177168537247,0.6508158707892695,-0.053551370066019066,2301.454533601276,18.74360149638563
2024-12-26,2.80911277242592,0.6508910448153735,-0.05349715848250628,2305.675797108713,19.989549418406625
2024-12-27,2.8079758529439602,0.6509720799807818,-0.053440000996551475,2297.9304862514164,19.99710245796824
2024-12-28,2.806864369584549,0.6510492407389293,-0.05338209461479265,2277.7856259977907,22.341188222192375
2024-12-30,2.805701091735428,0.6511243860972925,-0.05331595473620038,2316.3322714910537,24.465735571872372
2025-01-03,2.8043219791034986,0.6512246258403385,-0.05324856072534426,2313.595263940235,22.255609876329085
2025-01-06,2.8030704428683197,0.651314552276748,-0.05318638131405942,2326.393137523763,21.056925184952036
2025-01-08,2.8018510969247616,0.6514049156657898,-0.05312851999291179,2342.4011079315096,21.276838129085405
2025-01-09,2.8005802811424174,0.6515025619704148,-0.053071652271076616,2301.444022557801,20.494783832195186
2025-01-10,2.799469584190566,0.6515785958601249,-0.053012767766987955,2302.8824608925097,22.65454481360272
2025-01-13,2.798253646639589,0.6516619049190562,-0.052948388675389695,2312.289859920801,23.95115550513931
2025-01-14,2.796952049712439,0.6517533610730671,-0.052881730650376504,2310.1138330370236,23.782211902549633
2025-01-15,2.795671631525695,0.6518423505060561,-0.052815205472422334,2287.243427762022,24.29634578868263
2025-01-16,2.794444799784345,0.6519207268204802,-0.052744693408549134,2294.1534393234897,26.900404746183604
2025-01-17,2.7930821531308814,0.6520096292086974,-0.05266822219750785,2285.1311672309153,28.899384080841763
2025-01-20,2.791672442066414,0.6520978899059511,-0.05258546606925247,2309.099949045031,26.86977890288238
2025-01-21,2.790271951724155,0.6521931198704456,-0.05251071481398508,2298.837452253676,27.660613721206918
2025-01-22,2.7888800614605374,0.6522839076603092,-0.05243263647527543,2302.033495221786,29.13018017201385
2025-01-23,2.787420991186393,0.6523796103983266,-0.0523513189667277,2296.3622528346364,27.423275504028744
2025-01-24,2.7860699688972255,0.6524657265909014,-0.05227355584052941,2298.2284752080477,28.270101593495276
2025-01-27,2.784685285909795,0.6525540505230569,-0.05219391865062333,2323.2270740477193,24.45576380798542
2025-01-28,2.783394294295239,0.6526435547495798,-0.052126729987032085,2323.7088504572525,26.17630644316973
2025-01-29,2.7820294139301507,0.6527378776982453,-0.052055398616921184,2312.3929532773404,27.602879770845988
2025-01-30,2.7806497489346342,0.6528290678671074,-0.05197920327913895,2303.053703922405,28.849361825388865
2025-01-31,2.7792625742637207,0.6529169021544432,-0.05189879238235813,2296.423790956558,28.377872220701516
2025-02-03,2.7779319950634638,0.6529981582988182,-0.05181870922194156,2269.514517419501,28.933742328607547
2025-02-04,2.776696444577282,0.6530628613719305,-0.05173374341193588,2260.9940445675416,29.045452685306294
2025-02-05,2.7755018381684833,0.6531211322695776,-0.05164736781624858,2278.6021217623124,28.61218604209195
2025-02-06,2.7742660091138625,0.6531880270041538,-0.05156452260481164,2291.489755000058,29.615242377547734
2025-02-07,2.7729525262403136,0.653263658385403,-0.05148093205999199,2297.633669234101,29.112401150914135
2025-02-10,2.7716487680845887,0.653340358638032,-0.0513995453440402,2294.2227000912053,31.303295006201637
2025-02-11,2.7702865639866228,0.6534183401370348,-0.051312375956583146,2282.0123158619986,32.25257282890625
2025-02-12,2.7689548412421163,0.6534884762818379,-0.051221139890444856,2293.016651368196,31.949761385058785
2025-02-13,2.7675994708251146,0.6535638899368674,-0.05113225530984109,2430.756610422367,31.932995111458663
2025-02-14,2.7656723751628345,0.6537286038146782,-0.051062571759768166,2355.00169852951,35.24406381484779
2025-02-17,2.7639365894547656,0.6538522922159874,-0.05097544304551943,2362.999533502564,40.00891464824361
2025-02-18,2.7619816058345545,0.6539942224953716,-0.05087985813502432,2374.9911201251493,37.21146038761951
2025-02-19,2.760103073271404,0.6541345616139126,-0.050791902113910825,2370.7013189816157,37.960863049798775
2025-02-20,2.758231801123739,0.6542718691972875,-0.05070180582797981,2385.172314961493,38.04537220838724
2025-02-21,2.7563046927120056,0.6544183303129644,-0.05061397934911238,2377.4936033830154,38.098794265023315
2025-02-24,2.754437023082816,0.6545565117138167,-0.05052508763492965,2371.620875738373,39.29840278419115
2025-02-25,2.7525721929822837,0.6546912309084858,-0.05043306701627518,2378.012295761632,39.87059721803084
2025-02-26,2.750673398520204,0.6548302824616448,-0.050341177633396204,2395.2604870853015,36.770093176230525
2025-02-27,2.748840980166305,0.6549705157063168,-0.050258407910522225,2390.3461884078997,35.237733165049214
2025-02-28,2.7471199824418417,0.6550998011284956,-0.05017820949384862,2378.5913333555154,34.553588719464216
2025-03-03,2.7455058124852245,0.6552161290338372,-0.050098030122228784,2387.1122839380887,31.779724865325456
2025-03-04,2.7439895232009124,0.6553278324887701,-0.05002504282777354,2408.140876327469,34.61131081930897
2025-03-05,2.7422821152843384,0.6554609412791876,-0.049950022502379676,2461.623757206817,32.57996842308675
2025-03-06,2.7404529179055337,0.6556208629217049,-0.04988672057396947,2497.153659855654,28.454249795161513
2025-03-07,2.738711692310127,0.6557819225017784,-0.04983515044548025,2503.112406987055,26.517690182835562
2025-03-10,2.737070489920795,0.6559349632204535,-0.049787703591369886,2538.850777633809,26.073183512704624
2025-03-11,2.735343077806139,0.6561035275434536,-0.04974514770430344,2501.1806906082493,27.977559239095882
2025-03-12,2.733658370118937,0.6562600466061906,-0.04969575273014536,2511.7818066474656,26.76140863723031
2025-03-13,2.7320145047381597,0.6564150087892597,-0.049649727630044965,2493.9923867469615,25.163573737753843
2025-03-14,2.7305332056984946,0.656551008347711,-0.04960457313056635,2521.5208494749027,26.712416463475353
2025-03-17,2.728887346672901,0.6567082496651135,-0.04956043542595062,2537.7630185655207,27.876006398515287
2025-03-18,2.727134102227563,0.6568793111555773,-0.04951688639489618,2550.021673303932,27.743620146547123
2025-03-19,2.725359793908161,0.6570550537657835,-0.04947534937938023,2535.06468047375,27.40463881956734
2025-03-20,2.723676517512473,0.6572189472066747,-0.04943302379657891,2518.697407347673,27.96852812081716
2025-03-21,2.7220396624122007,0.6573749527915835,-0.04938841882932428,2494.988942936328,27.92080738617726
2025-03-24,2.7205087362097555,0.6575156397271488,-0.049341411574230234,2457.514360925653,29.344513730642795
2025-03-25,2.719074412864328,0.6576381810718834,-0.04928801722395237,2445.851159134,29.387268239188092
2025-03-26,2.717701673364449,0.6577521121190968,-0.04923347997554577,2426.6406019012247,29.657024510960905
2025-03-27,2.7164118405102005,0.6578533968401392,-0.049176386374736696,2409.2230893732217,28.00765581249365
2025-03-28,2.7152679821389025,0.6579378113181832,-0.04912026772181801,2401.2001672994,26.005738347207874
2025-03-31,2.714239794663413,0.6580110356704644,-0.04906709923541244,2378.1162627377953,26.712055554882053
2025-04-01,2.7132878096054878,0.658071254659897,-0.049010199265254066,2396.551883264062,23.6956320746329
2025-04-02,2.7123797537443206,0.6581340830239223,-0.04896129171293709,2377.534308453125,23.085079765009663
2025-04-03,2.7115684137945895,0.6581845641389187,-0.048911844404198504,2332.999012071449,22.570990609250362
2025-04-04,2.7109361568229504,0.6582099550952741,-0.048859191851676614,2306.9629526512695,20.590146313482414
2025-04-07,2.71045017032927,0.6582196379660721,-0.048808717569750124,2279.3072728591,19.768406502546764
2025-04-08,2.710080674714877,0.6582148714440154,-0.048758002788605606,2294.705079292381,19.684661213497257
2025-04-09,2.709678375447506,0.6582163434996502,-0.04870942430857993,2243.9465956949307,18.126251537599746
2025-04-10,2.7094649735173006,0.6581943455859108,-0.04866048661406451,2266.666384716412,21.953544581543973
2025-04-11,2.7091478547478625,0.6581789744568155,-0.048605206543359675,2292.1137005203564,23.463334273406723
2025-04-14,2.708735326569242,0.6581754911525441,-0.04854994475868527,2291.4534941495954,23.0524646124858
2025-04-15,2.7083486727182695,0.6581703842370279,-0.04849613380236116,2268.3103310659094,23.68457532359052
2025-04-16,2.7080549154385336,0.658150824815494,-0.048439101558166955,2274.1036687859846,25.844306892472012
2025-04-17,2.7077329661933067,0.6581317595487352,-0.04837885790577617,2268.551226021199,26.306162591067906
2025-04-18,2.7074465417609686,0.6581075224447216,-0.04831764727107037,2246.818905661542,27.859436858092312
2025-04-21,2.707257265897519,0.6580662659801026,-0.048251101654382296,2248.5784161459455,29.9692276246734
2025-04-22,2.7070666133998893,0.6580219530670269,-0.04818106553974945,2246.4068822598265,31.520697489488647
2025-04-23,2.706897542620514,0.6579724211578593,-0.04810822369721005,2234.7114121126738,31.705149221818306
2025-04-24,2.7068042655778575,0.6579123070517061,-0.048033953547567156,2236.1091514595496,31.67648806759349
2025-04-25,2.7067235376500407,0.6578516888391513,-0.04796059876774589,2240.3595193432907,34.18114253738971
2025-04-28,2.7066341175238673,0.6577887132458262,-0.04788351089488235,2224.4345537377367,36.40769942642006
2025-04-29,2.7066480350751765,0.6577070280057031,-0.047800084951253874,2194.573655700329,34.77150754624165
2025-04-30,2.7068428977071646,0.6576022088119756,-0.04771571664781153,2194.735819310311,32.97591328860345
2025-05-02,2.7070487219397195,0.6575005301745641,-0.04763585776943641,2156.3026504531185,31.553889218839704
2025-05-05,2.707460164298704,0.6573715389333186,-0.04755389522935139,2142.904764930055,27.807826312309093
2025-05-06,2.7079085196347044,0.657245320947784,-0.04747946019503386,2134.5579613474374,32.114941410156604
2025-05-07,2.7084798305758517,0.6570939779568566,-0.04739441503551169,2157.968789365708,31.285031273910626
2025-05-08,2.70893791038347,0.656962738649838,-0.04731555157681683,2164.5271123564235,31.71144790588094
2025-05-12,2.709385616557318,0.6568336472776782,-0.047237402434817874,2158.8896675219885,35.725787384183505
2025-05-13,2.7099336320870124,0.6566840484106686,-0.04715048626879692,2135.9249591078733,37.43600810892269
2025-05-14,2.7106627438878115,0.6565056714477733,-0.04705667231210761,2148.2547039016913,36.12026519429969
2025-05-15,2.7113175831011276,0.6563419695353704,-0.04696845566530648,2132.8486671361666,33.15759546191395
2025-05-16,2.7120257110856496,0.6561758409799067,-0.04688459047661586,2132.6755210741185,33.182004103909236
2025-05-19,2.7127526931764376,0.656008065705122,-0.04680127420768171,2138.5795230758936,34.7918077815478
2025-05-20,2.7134926204504777,0.6558370327011368,-0.04671599505393059,2130.929379518083,32.49711732063718
2025-05-21,2.7142472006503624,0.655668267603358,-0.046634964940624135,2130.2102505127073,31.892145356252
2025-05-22,2.715008745148004,0.6555004343735482,-0.046555699061153526,2133.623020335239,30.864729775988753
2025-05-23,2.7157456712112023,0.6553388605766318,-0.046479716703228514,2140.302611483168,29.425623514069365
2025-05-26,2.7164324127261286,0.6551878973511633,-0.046408303803860684,2109.576224741244,27.980206087654235
2025-05-27,2.7172467373777693,0.6550204211981979,-0.04633615003177912,2102.2561453582884,30.1815673624098
2025-05-28,2.71816774535397,0.6548346947286676,-0.04625842735136922,2114.223975327388,31.736279244904075
2025-05-29,2.7190788261921446,0.6546493386623834,-0.046179556217443005,2125.373648408535,32.20922363952634
2025-05-30,2.719954346491808,0.6544696814328406,-0.0461018765597529,2139.812799370977,32.19988219677759
2025-06-02,2.720765953077449,0.6543007568914816,-0.04602700189130435,2142.6382829037757,32.06475505352848
2025-06-03,2.721572753388553,0.6541336840803199,-0.04595332346018596,2156.106769667015,31.44339788134363
2025-06-04,2.722306968241795,0.6539791991206281,-0.045883354284166504,2166.6812715285314,30.920963654189528
2025-06-05,2.7229872245935107,0.6538343082004501,-0.045816373761813654,2159.8850899322783,32.257498943592736
2025-06-06,2.7237413864081867,0.6536774944686139,-0.045746247503116906,2136.9907184186195,30.377730515449674
2025-06-09,2.7245843618754444,0.6535100976244369,-0.0456766633218251,2141.554949245285,27.8398203587924
2025-06-10,2.7253529453563137,0.6533576125192773,-0.04561321874911163,2158.2221837741217,26.139468886347128
2025-06-11,2.726013371603497,0.6532240985023393,-0.04555571238280223,2165.882981207248,26.193336561356297
2025-06-13,2.7266489905341382,0.6530948986910501,-0.04549941421825,2161.8755104660486,27.21916626027634
2025-06-16,2.7273304844731814,0.6529579145988368,-0.0454407613312307,2146.6324084286,27.54069999363211
2025-06-17,2.7280967346477856,0.6528081105923367,-0.04537960023206458,2141.353522995091,30.241922692855304
2025-06-18,2.7289610825889272,0.6526407943077502,-0.0453124862424746,2162.4572313249514,29.104518672465396
2025-06-19,2.7296964226425233,0.6524943658694478,-0.045250631313058884,2174.1074090362176,28.04381183881175
2025-06-20,2.7303543586573937,0.6523607199757878,-0.04519226969876871,2177.715052439626,26.326903830604277
2025-06-23,2.7309631700200145,0.6522364457440922,-0.045137554991811976,2171.254157110475,27.100274786466947
2025-06-24,2.7316220488226493,0.6521039814734365,-0.04508064516782238,2165.8785256713377,26.736101192432884
2025-06-25,2.732304685374603,0.6519688070360359,-0.04502395957057413,2181.7147282095607,27.916815334068602
2025-06-26,2.732946893426623,0.6518390961799977,-0.04496752107912511,2182.6581488344723,28.15886910617347
2025-06-27,2.733597739030349,0.6517084253357608,-0.04491108557359047,2196.9299914855383,27.728694627294036
2025-06-30,2.7341816727197403,0.6515889861804616,-0.044857687304827816,2201.6879004093566,29.327140303155176
2025-07-01,2.7347804111452607,0.6514663578929123,-0.04480257335467306,2197.5170884469558,29.62083503127928
2025-07-02,2.7354138010806026,0.6513388339997807,-0.0447467030212592,2202.4311877843234,27.825105983546816
2025-07-03,2.7359994471388,0.6512209566821385,-0.04469487771648203,2195.338187812573,28.606153515380072
2025-07-04,2.736641826156333,0.6510943627652199,-0.04464109596469985,2192.457659870359,27.785820053905308
2025-07-07,2.737287650068883,0.6509684042014584,-0.04458848979087325,2186.687080874375,26.041811108058567
2025-07-08,2.7379261198987113,0.6508452527964761,-0.044538116562601225,2189.2077262515136,25.87110701999309
2025-07-09,2.738551995809818,0.6507242148022344,-0.04448834965597246,2170.1185516946807,24.253580427405595
2025-07-10,2.739226526702686,0.6505974786811816,-0.044439153911617416,2180.179012026054,25.33145145089335
2025-07-11,2.739886130312086,0.6504721021869734,-0.04438928105428838,2179.1458121978258,21.24108378664813
2025-07-14,2.7404552129229405,0.6503642926287706,-0.0443466629610217,2183.4648165808535,24.304269956139947
2025-07-15,2.7410827139992535,0.650245009076783,-0.044299129051501004,2206.027168819861,24.973528838036074
2025-07-16,2.7416324746724943,0.6501371233683585,-0.044253308111658604,2218.5840440396246,25.177137528822826
2025-07-17,2.7421352441844395,0.6500363098948375,-0.04420874761566444,2221.646507325267,24.298802302471657
2025-07-18,2.74261200703518,0.6499402975871091,-0.044165966765683295,2231.5172136411334,24.786400166564746
2025-07-21,2.743058233604484,0.6498485791311953,-0.04412363519613051,2230.899018211092,26.486227165168707
2025-07-22,2.7435379871385703,0.6497504969342134,-0.04407871406817556,2227.753158917506,26.83676325132003
2025-07-23,2.744040823564142,0.6496487576173461,-0.04403289558038477,2230.3677688617677,27.3852698046269
2025-07-24,2.7445441931633163,0.6495466338563121,-0.04398664441231483,2234.097347465837,25.674469968141533
2025-07-25,2.745006357613523,0.6494523310507199,-0.043943480735687455,2240.451353512805,23.742476963544345
2025-07-28,2.7454145531596317,0.6493680087819922,-0.04390404220693097,2240.051037223944,21.915972208582147
2025-07-29,2.7457983067528033,0.6492890866980806,-0.04386736126662056,2250.8029737125053,22.54648817397178
2025-07-30,2.74615262805322,0.6492141680007285,-0.043830941892962993,2248.8379355021257,21.228833654981848
2025-07-31,2.746495161803901,0.649142023038447,-0.04379613902112671,2251.940597273389,21.322916035529715
2025-08-01,2.7468273372009757,0.6490712046915592,-0.04376139854970159,2248.5546685772038,21.321488782221042
2025-08-04,2.7471721569281216,0.6489983777266889,-0.043726220793028105,2253.2078645264123,23.106706827646285
2025-08-05,2.747524776159252,0.6489226894486271,-0.04368880785345304,2260.109621557367,23.28472802482935
2025-08-06,2.7478535427975,0.6488504224713669,-0.04365186525826463,2255.497890539207,22.572493266179915
2025-08-07,2.7481917109403424,0.6487772859411365,-0.04361536277746374,2280.739195894848,26.1183218658823
2025-08-08,2.748468382860591,0.6487104018289297,-0.04357688500730178,2293.343952786846,27.526880407364217
2025-08-11,2.7487040246406127,0.6486486722327806,-0.04353825006384873,2297.934761140517,28.991912656772968
