date,source,p_synthetic_raw,imoex,fair_value_A,fair_ext,dev_ext
2025-10-23,polymarket,0.135,2570.67,2207.898831938668,2665.876075688087,-0.035712866234231644
2025-10-24,polymarket,0.125,2543.93,2201.106072429912,2661.357715898792,-0.04412323649590055
2025-10-27,polymarket,0.125,2476.79,2189.7570595841044,2653.599253701689,-0.06662997566608664
2025-10-28,polymarket,0.125,2495.09,2194.520132986287,2657.8021826610907,-0.06122057680687776
2025-10-29,polymarket,0.135,2523.35,2212.896730821354,2671.4345658006164,-0.05543260078175871
2025-10-30,polymarket,0.125,2557.48,2216.7439331962632,2674.836528859668,-0.04387428076200939
2025-10-31,polymarket,0.08,2525.2,2209.969545263221,2671.010533492269,-0.054590025634090766
2025-11-01,polymarket,0.075,2532.66,2212.855317708346,2673.4705452110393,-0.052669570444032754
2025-11-03,polymarket,0.075,2570.96,2224.07468386864,2681.8688302550927,-0.041355053984703405
2025-11-05,polymarket,0.065,2546.62,2219.306626852225,2678.7395509141224,-0.04932153664175254
2025-11-06,polymarket,0.055,2542.7,2210.302640991969,2672.553487442843,-0.04858779742032027
2025-11-07,polymarket,0.055,2566.42,2216.8035263066563,2677.476853598455,-0.04147817503975715
2025-11-10,polymarket,0.065,2558.6,2225.1308216410075,2683.492174903637,-0.04654091264794613
2025-11-11,polymarket,0.065,2566.17,2232.791096112117,2689.183420075859,-0.04574378198136775
2025-11-12,polymarket,0.055,2536.22,2235.126329781757,2691.2844025898503,-0.05761724864181228
2025-11-13,polymarket,0.055,2543.36,2238.2202596896677,2693.7539763031496,-0.055830628047757735
2025-11-14,polymarket,0.045,2525.68,2232.0968227972203,2689.755924036369,-0.06100030213527674
2025-11-17,polymarket,0.045,2510.64,2222.929973085568,2683.291195984209,-0.06434307101763592
2025-11-18,polymarket,0.045,2563.07,2225.998698325838,2685.7491769485105,-0.04567782352926031
2025-11-19,polymarket,0.045,2646.02,2231.351340702575,2689.9084437989036,-0.016315961942898305
2025-11-20,polymarket,0.065,2628.31,2230.2519368933754,2688.9526567237876,-0.022552519313476682
2025-11-21,polymarket,0.105,2685.03,2236.5892932563183,2693.1822193184194,-0.003026983937418959
2025-11-24,polymarket,0.135,2654.84,2228.316929465216,2686.941461941792,-0.011947212991604617
2025-11-25,polymarket,0.125,2685.95,2225.999840793308,2685.9528624267546,-1.0657025276694654e-06
2025-11-26,polymarket,0.165,2668.38,2213.274143297564,2676.3446406353887,-0.002975939837665198
2025-11-27,polymarket,0.115,2621.37,2205.5514587982234,2672.1217000346924,-0.018993034648846052
2025-11-28,polymarket,0.085,2676.42,2208.339358224001,2675.2017703443544,0.00045537860700828325
2025-12-01,polymarket,0.095,2686.93,2195.797808312385,2666.2602523947835,0.007752336849582209
2025-12-02,polymarket,0.085,2667.2,2200.7472531745284,2670.591282666705,-0.0012698621045893477
2025-12-03,polymarket,0.055,2651.71,2207.934241246026,2676.996740789584,-0.009445936337645788
2025-12-04,polymarket,0.045,2657.13,2211.209990355995,2680.116518205128,-0.008576686143676349
2025-12-05,polymarket,0.055,2711.3,2218.3051126128407,2685.693646838063,0.009534353701169174
2025-12-08,polymarket,0.055,2705.17,2212.6177760444257,2682.2394125643186,0.008549045744488115
2025-12-09,polymarket,0.045,2702.72,2207.967969055249,2679.8665788313015,0.008527820507640671
2025-12-10,polymarket,0.033,2720.66,2200.434409293967,2675.512574314042,0.016874308915379777
2025-12-11,polymarket,0.029,2748.93,2205.1167896405777,2679.952308447538,0.02573840263314975
2025-12-12,polymarket,0.0245,2739.49,2213.320213973409,2686.750008306276,0.019629660940048144
2025-12-15,polymarket,0.0305,2748.93,2203.679048200798,2680.244846177239,0.025626447494423665
2025-12-16,polymarket,0.0415,2774.23,2203.309966617302,2680.547542554284,0.03494900051518823
2025-12-17,polymarket,0.0365,2759.73,2192.7634942632785,2673.605313603946,0.032212939568092125
2025-12-18,polymarket,0.0255,2753.07,2197.817451036868,2678.2024903426463,0.02795438729047528
2025-12-19,polymarket,0.0315,2743.09,2182.3040573479225,2667.4053791834845,0.028373872755585117
2025-12-22,polymarket,0.0165,2715.98,2167.401473478416,2657.320849055794,0.022074545858867145
2025-12-23,polymarket,0.0145,2725.38,2164.489680569892,2656.0208375329134,0.026113937619371974
2025-12-24,polymarket,0.01,2720.02,2161.254206417728,2654.5994157926593,0.024644239661224532
2025-12-25,polymarket,0.0085,2714.12,2150.146825353803,2647.0836079582264,0.02532462210118136
2025-12-26,polymarket,0.0075,2754.89,2146.364123737025,2644.95221493734,0.04156513090927971
2025-12-29,polymarket,0.0065,2742.03,2150.06491273875,2648.3050365698596,0.03539054683501841
2025-12-30,polymarket,0.0015,2766.62,2158.926488462246,2655.4823526817395,0.04185215059178371
2026-01-05,polymarket,0.435,2757.09,2165.444066342916,2652.383959559122,0.03947620029276688
2026-01-06,polymarket,0.455,2745.26,2172.770318239757,2657.904924261898,0.03286614014696587
2026-01-08,polymarket,0.445,2718.62,2150.159246963125,2641.9629709751803,0.02901517919326646
2026-01-09,polymarket,0.455,2724.85,2155.0004724458795,2645.8643833995015,0.029852481138513465
2026-01-12,polymarket,0.445,2701.93,2131.8476138499577,2629.2668421102826,0.027636281234732607
2026-01-13,polymarket,0.445,2696.92,2123.7866151506933,2623.3111320160033,0.02805952640754006
2026-01-14,polymarket,0.425,2702.69,2124.9597102396606,2624.4831906044733,0.029798937053780117
2026-01-15,polymarket,0.405,2701.32,2118.734387062841,2620.2173034706807,0.030952660461364356
2026-01-16,polymarket,0.415,2733.75,2136.2402407074724,2633.011137873652,0.03825994530646071
2026-01-19,polymarket,0.415,2750.25,2127.581913406648,2626.395595307946,0.047157558790198895
2026-01-20,polymarket,0.415,2738.07,2120.346066399756,2620.8705031790987,0.04471777475412808
2026-01-21,polymarket,0.405,2770.53,2118.622290638368,2619.6388379685864,0.057599986625798794
2026-01-22,polymarket,0.415,2768.02,2120.5122230376533,2620.957596033219,0.05611018056505679
2026-01-23,polymarket,0.445,2777.29,2115.9455996295032,2617.1222178602766,0.061199962709679756
2026-01-26,polymarket,0.425,2768.15,2102.130647550028,2607.4845997559696,0.06161700830718875
2026-01-27,polymarket,0.435,2781.39,2104.011295773697,2608.9725903893127,0.0660863246497192
2026-01-28,polymarket,0.435,2788.01,2100.3614446172205,2606.3629634604404,0.06969368391361308
2026-01-29,polymarket,0.45,2797.76,2116.971850897822,2618.256999928028,0.06855820497258525
2026-01-30,polymarket,0.465,2782.74,2115.256973031796,2616.5509415786573,0.06351455107580462
2026-02-02,polymarket,0.445,2768.56,2118.046261179485,2619.089442056149,0.05706966533625035
2026-02-03,polymarket,0.455,2786.15,2123.1462520216123,2622.783687613569,0.06228737549266805
2026-02-04,polymarket,0.455,2776.31,2113.6596994620645,2615.7313931778767,0.061389562873669146
2026-02-05,polymarket,0.445,2737.13,2105.696988826426,2610.0128933878127,0.048703631669492875
2026-02-06,polymarket,0.425,2735.43,2096.4553411166394,2603.463942785323,0.05068864409679219
2026-02-09,polymarket,0.445,2725.64,2095.376559400643,2602.1705967997127,0.04744861976080128
2026-02-10,polymarket,0.435,2717.04,2094.6102085100465,2601.613358981945,0.044367330994649956
2026-02-12,polymarket,0.435,2765.66,2111.741757448164,2614.2429990687274,0.05792001775856792
2026-02-13,polymarket,0.435,2776.34,2124.412004499866,2623.6572588682825,0.05819462150234411
2026-02-17,polymarket,0.415,2765.33,2139.527416481668,2635.2511983173267,0.04936106347878022
2026-02-24,polymarket,0.395,2777.35,2146.522310911463,2639.985833735982,0.05203216036565883
2026-02-25,polymarket,0.385,2795.39,2145.200080611747,2638.791296014098,0.05934486149868867
2026-02-26,polymarket,0.365,2785.58,2139.3420979556035,2634.3765939240693,0.05739627600118613
2026-02-27,polymarket,0.365,2799.14,2146.502667095472,2638.9845091126376,0.06068830276734549
2026-03-05,polymarket,0.395,2825.0,2164.405006759244,2647.0141882068338,0.06724021827542193
2026-03-06,polymarket,0.37,2854.11,2174.204726583729,2653.1015233083276,0.07576358270716366
2026-03-09,polymarket,0.385,2888.68,2186.683876626649,2659.9599438623723,0.08598627835181483
2026-03-10,polymarket,0.395,2853.86,2186.585076341407,2657.9562876692667,0.07370464038086921
2026-03-11,polymarket,0.41,2854.05,2201.364578133853,2666.501357943691,0.07033510089825712
2026-03-17,polymarket,0.365,2853.53,2266.7105667566407,2704.4271198016822,0.055132888997671214
2026-03-18,polymarket,0.365,2871.72,2285.312617363088,2714.7141662517975,0.057835125222402306
2026-03-19,polymarket,0.355,2868.99,2299.221196048056,2721.54767070598,0.054175912801767145
2026-03-20,polymarket,0.355,2864.89,2321.641530087189,2734.0355019562485,0.04786130170955083
2026-03-23,polymarket,0.335,2833.43,2333.870843536544,2740.1723166786533,0.034033510503596265
2026-03-24,polymarket,0.345,2837.9,2347.297659931802,2747.0085892674997,0.03308741410114657
2026-03-25,polymarket,0.335,2840.14,2364.4929635973963,2756.8195164580948,0.030223408911785876
2026-03-26,polymarket,0.335,2822.84,2371.176722596095,2759.0267267286317,0.023128907253113784
2026-03-27,polymarket,0.325,2789.61,2384.58478565574,2765.8344027129424,0.008596175267664874
2026-04-09,polymarket,0.285,2733.4,2480.905691141564,2813.6816226100696,-0.028532589460351754
2026-04-22,polymarket,0.255,2761.64,2581.6971664766547,2870.1899425824176,-0.03781977665378877
2026-04-23,polymarket,0.255,2771.46,2584.9424092765457,2870.7701565350776,-0.03459355891275584
2026-04-24,polymarket,0.255,2733.0,2574.9464760253286,2862.458960975522,-0.04522648629743242
2026-04-27,polymarket,0.285,2732.41,2584.2535496842274,2866.4019897338194,-0.04674570775966502
2026-04-28,polymarket,0.285,2696.58,2594.156319406672,2871.434495008224,-0.06089447463008324
2026-04-29,polymarket,0.275,2639.82,2596.970619366935,2871.825862290413,-0.08078688382079602
2026-04-30,polymarket,0.315,2658.21,2614.673447250451,2880.9821211351823,-0.07732506199913669
2026-05-04,polymarket,0.285,2620.82,2622.5919242758287,2884.7401388491603,-0.09148835810023725
2026-05-05,polymarket,0.295,2644.37,2626.8052368971203,2885.348382786503,-0.08351795028431885
2026-05-06,polymarket,0.315,2632.5,2640.4313223353565,2892.409998853458,-0.08985932110471395
2026-05-07,polymarket,0.295,2615.33,2639.9563405342,2890.8919659328685,-0.0953207415497268
2026-05-08,polymarket,0.285,2597.8,2646.250147350644,2893.833143459359,-0.10229793107748897
2026-05-11,kalshi,0.54,2656.91,2662.2418266950544,2897.358341084428,-0.08298881697678884
2026-05-12,kalshi,0.48,2689.96,2664.836644306961,2898.6786541006795,-0.07200475768688985
2026-05-13,kalshi,0.63,2694.72,2672.350896712824,2898.957367197524,-0.07045200785238326
2026-05-14,kalshi,0.59,2658.84,2661.663766315929,2891.24831916047,-0.08038338236819254
2026-05-15,kalshi,0.51,2633.84,2693.7641665940005,2912.3041519966514,-0.09561643889623905
2026-05-18,kalshi,0.57,2668.22,2702.3118602672025,2914.9389933943553,-0.08463950496166606
2026-05-19,kalshi,0.58,2663.48,2703.474587301758,2913.7157776130985,-0.0858820134536562
2026-05-20,kalshi,0.57,2640.32,2712.671132545921,2918.7073989345645,-0.09538037250194586
2026-05-21,kalshi,0.56,2664.29,2717.346940257524,2920.8604797634707,-0.08784071733006826
2026-05-22,kalshi,0.535,2625.69,2719.7191705314463,2921.896640194911,-0.10137478380315046
2026-05-25,kalshi,0.55,2598.2,2713.8963975825163,2916.9923613867104,-0.10928803434890033
2026-05-26,kalshi,0.54,2580.25,2718.891948113393,2919.4818343613915,-0.11619590516671097
2026-05-27,kalshi,0.53,2590.24,2726.068047653522,2923.540815400801,-0.11400587043116328
2026-05-28,kalshi,0.52,2583.89,2733.481432844904,2927.8981982374225,-0.11749322378917193
2026-05-29,kalshi,0.525,2565.61,2730.0464405963176,2925.263020417662,-0.12294724197700058
2026-06-01,kalshi,0.53,2570.04,2724.702808442106,2921.374152794518,-0.12026331938976054
2026-06-02,kalshi,0.5700000000000001,2620.39,2742.925829104621,2931.8862440071207,-0.10624431443881233
2026-06-03,kalshi,0.51,2601.35,2742.275471289423,2932.2975053901914,-0.11286286769396314
2026-06-04,kalshi,0.52,2579.9,2740.813739180248,2931.032377639781,-0.11979819135349534
2026-06-05,kalshi,0.62,2561.04,2736.682572664203,2926.4342833596966,-0.12485989705540401
2026-06-08,kalshi,0.56,2517.64,2728.888064081962,2922.6344036868713,-0.1385716951719912
2026-06-09,kalshi,0.55,2522.77,2725.2291228434533,2920.799502589922,-0.13627416131678427
2026-06-10,kalshi,0.55,2520.88,2730.8199767430624,2925.079166646037,-0.13818400925862828
2026-06-11,kalshi,0.56,2515.33,2717.161773511085,2916.9162401291824,-0.13767493032689804
2026-06-15,kalshi,0.52,2542.84,2708.0235410932182,2913.027139207836,-0.12707987997272974
2026-06-16,kalshi,0.53,2490.52,2701.9964696213574,2910.4478311635507,-0.14428289236700398
2026-06-17,kalshi,0.525,2485.05,2689.249016610151,2904.1472580079135,-0.1443099198404254
2026-06-18,kalshi,0.52,2441.24,2674.7903729886216,2896.855353780603,-0.15727929017442743
2026-06-19,kalshi,0.54,2420.56,2654.410664364912,2885.1439027514034,-0.16102624978544577
2026-06-22,kalshi,0.59,2318.28,2622.0765643692444,2864.587965131078,-0.19071083582733672
2026-06-23,kalshi,0.56,2335.94,2614.5685700508034,2861.7350555790686,-0.18373296107688575
2026-06-24,kalshi,0.6,2243.47,2586.352598339016,2843.8121809181694,-0.21110472236754385
2026-06-25,kalshi,0.54,2257.24,2560.429554305132,2829.3768646468825,-0.2022130285278514
2026-06-26,kalshi,0.59,2285.61,2540.9120314363267,2817.1289192868207,-0.18867397783889106
2026-06-29,kalshi,0.58,2349.81,2541.639001743468,2819.7269988341095,-0.1666533671622853
2026-06-30,kalshi,0.5549999999999999,2348.15,2527.250618027208,2811.7877501658254,-0.164890735489719
2026-07-01,kalshi,0.52,2344.55,2512.52804856624,2803.694023581555,-0.16376395559563428
2026-07-02,kalshi,0.52,2256.06,2484.984486861533,2786.3781189867623,-0.19032525247492504
2026-07-03,kalshi,0.55,2242.84,2468.6425487039514,2776.1464750342116,-0.1921031472331226
2026-07-06,kalshi,0.51,2194.14,2454.7864804773358,2768.8739221949672,-0.20756955294640467
2026-07-07,kalshi,0.52,2190.39,2447.979370508092,2765.047195305439,-0.20782907296523012
2026-07-08,kalshi,0.54,2220.77,2467.779905084011,2778.876465740175,-0.20083889032883617
2026-07-09,kalshi,0.53,2186.75,2465.759035257643,2778.481955374088,-0.21296951532457176
2026-07-10,kalshi,0.505,2145.65,2466.6277483426875,2780.32460212661,-0.22827356260530196
2026-07-13,kalshi,0.52,2164.42,2446.623359995822,2766.95767046951,-0.21776179552731234
2026-07-14,kalshi,0.5,2170.78,2443.223267825972,2765.3655062694083,-0.2150115436536013
2026-07-15,kalshi,0.49,2111.9,2427.77224495643,2755.2213075165546,-0.2334917001990009
2026-07-16,kalshi,0.36,2022.27,2410.430682850205,2746.202894979593,-0.2636123122231916
2026-07-17,kalshi,0.37,1958.43,2411.966291087524,2746.925232763474,-0.28704648505129804
2026-07-20,kalshi,0.37,2000.69,2402.8336407122983,2740.5157743292752,-0.2699585900067819
2026-07-21,kalshi,0.37,2078.78,2436.6994824618378,2763.76481853431,-0.2478448288872761
2026-07-22,kalshi,0.37,2136.11,2441.574809046384,2767.0230614287048,-0.2280114937325255
2026-07-23,kalshi,0.36,2144.97,2449.398295258926,2772.631765794602,-0.22637761477666762
2026-07-24,kalshi,0.35,2165.54,2482.533920759544,2795.5110614914834,-0.22535094572488512
2026-07-27,kalshi,0.36,2216.92,2470.440855037644,2787.495817786689,-0.20469118344354464
2026-07-28,kalshi,0.33,2191.18,2469.97384596863,2788.437521759684,-0.21419074915574088
2026-07-29,kalshi,0.3399999999999999,2237.17,2473.514073014326,2791.219041361466,-0.19849715595635198
2026-07-30,kalshi,0.33,2209.84,2469.226457759064,2789.185974775032,-0.20771149002416744
2026-07-31,kalshi,0.35,2226.36,2463.7278724258776,2785.774046383598,-0.2008109907943938
2026-08-03,kalshi,0.36,2262.75,2453.027696347454,2779.1467684865293,-0.18581126205427045
2026-08-04,kalshi,0.34,2269.23,2452.418825127884,2779.8123949693413,-0.1836751271033067
2026-08-05,kalshi,0.32,2301.65,2449.8588844597325,2779.1720567154766,-0.17182169616365128
2026-08-06,kalshi,0.34,2285.88,2455.93450559374,2783.3413316922506,-0.17872810856072685
2026-08-07,kalshi,0.335,2281.31,2449.2234495954244,2779.479988006326,-0.17923136347661028
2026-08-10,kalshi,0.335,2295.96,2449.005408408269,2780.11023014768,-0.1741478538863409
