date,cnyrub,cnyrub_numtrades,cnyrub_wap
2022-12-22,9.769,92047,10.1725
2022-12-23,9.92,72096,9.7739
2022-12-26,9.774,60202,9.7463
2022-12-27,9.98,78135,9.9507
2022-12-28,10.249,59982,10.1594
2022-12-29,10.186,78621,10.1399
2022-12-30,9.912,80145,9.9105
2023-01-03,10.11,17573,10.0466
2023-01-04,10.265,17386,10.2117
2023-01-05,10.417,20917,10.308
2023-01-06,10.437,14605,10.4247
2023-01-09,10.219,68584,10.2838
2023-01-10,10.279,30267,10.2242
2023-01-11,10.074,63982,10.1303
2023-01-12,10.021,46492,10.0032
2023-01-13,10.19,41986,10.0706
2023-01-16,10.149,37718,10.1454
2023-01-17,10.19,38148,10.1313
2023-01-18,10.19,29712,10.1795
2023-01-19,10.129,32257,10.1318
2023-01-20,10.119,22665,10.1209
2023-01-23,10.128,19937,10.1091
2023-01-24,10.138,21449,10.1159
2023-01-25,10.216,23068,10.1559
2023-01-26,10.279,30490,10.2528
2023-01-27,10.26,22980,10.2562
2023-01-30,10.405,30101,10.3267
2023-01-31,10.348,37294,10.4172
2023-02-01,10.391,35845,10.3888
2023-02-02,10.451,40981,10.4099
2023-02-03,10.417,33925,10.4238
2023-02-06,10.419,31648,10.3901
2023-02-07,10.455,36277,10.4385
2023-02-08,10.67,40845,10.5556
2023-02-09,10.767,35264,10.7503
2023-02-10,10.749,32003,10.701
2023-02-13,10.8,29218,10.7725
2023-02-14,10.803,35567,10.8101
2023-02-15,10.87,38123,10.8472
2023-02-16,10.875,33217,10.8843
2023-02-17,10.76,50052,10.8206
2023-02-20,10.87,49013,10.7915
2023-02-21,10.85,55254,10.8572
2023-02-22,10.903,71477,10.8454
2023-02-24,10.965,20128,10.9168
2023-02-27,10.71,65548,10.7766
2023-02-28,10.78,52684,10.7451
2023-03-01,10.909,48978,10.904
2023-03-02,10.865,35004,10.9054
2023-03-03,10.926,23440,10.913
2023-03-06,10.855,39196,10.8693
2023-03-07,10.875,26072,10.866
2023-03-09,10.856,40469,10.8592
2023-03-10,10.965,32521,10.9083
2023-03-13,10.927,55105,10.9344
2023-03-14,10.937,29406,10.9311
2023-03-15,11.0,32682,10.9769
2023-03-16,11.09,58014,11.0521
2023-03-17,11.19,42600,11.1342
2023-03-20,11.19,51324,11.1894
2023-03-21,11.161,45289,11.1649
2023-03-22,11.185,45010,11.159
2023-03-23,11.105,57186,11.154
2023-03-24,11.139,47768,11.1177
2023-03-27,11.113,44162,11.1128
2023-03-28,11.173,42914,11.127
2023-03-29,11.2,28745,11.1648
2023-03-30,11.192,41486,11.1856
2023-03-31,11.281,31689,11.2545
2023-04-03,11.428,30881,11.3288
2023-04-04,11.503,43335,11.5115
2023-04-05,11.578,27040,11.5506
2023-04-06,11.8,45634,11.7103
2023-04-07,11.812,77261,11.9305
2023-04-10,11.849,48427,11.8633
2023-04-11,11.909,36388,11.9196
2023-04-12,11.885,36168,11.9167
2023-04-13,11.855,44785,11.8553
2023-04-14,11.896,42148,11.8797
2023-04-17,11.814,48721,11.8515
2023-04-18,11.844,34407,11.8463
2023-04-19,11.855,31756,11.8295
2023-04-20,11.824,35299,11.8379
2023-04-21,11.819,26443,11.812
2023-04-24,11.772,39765,11.7704
2023-04-25,11.757,58608,11.7641
2023-04-26,11.754,30815,11.762
2023-04-27,11.705,33828,11.7429
2023-04-28,11.586,66762,11.5458
2023-05-02,11.496,27480,11.4923
2023-05-03,11.454,25506,11.4534
2023-05-04,11.269,39705,11.3196
2023-05-05,11.166,69678,11.1282
2023-05-08,11.242,14880,11.1745
2023-05-10,10.956,76199,11.0258
2023-05-11,11.043,71444,10.9543
2023-05-12,11.125,65762,11.0839
2023-05-15,11.379,45797,11.3457
2023-05-16,11.489,44769,11.4693
2023-05-17,11.396,53256,11.488
2023-05-18,11.404,51143,11.3618
2023-05-19,11.372,44635,11.3693
2023-05-22,11.371,31961,11.3508
2023-05-23,11.335,41684,11.3463
2023-05-24,11.325,29241,11.3287
2023-05-25,11.327,32438,11.2892
2023-05-26,11.303,26020,11.3048
2023-05-29,11.389,36255,11.3153
2023-05-30,11.427,34152,11.379
2023-05-31,11.379,29661,11.3712
2023-06-01,11.349,29131,11.3552
2023-06-02,11.472,33767,11.4278
2023-06-05,11.368,33394,11.4063
2023-06-06,11.412,40674,11.3979
2023-06-07,11.478,31578,11.4302
2023-06-08,11.596,39582,11.51
2023-06-09,11.56,42660,11.5676
2023-06-13,11.735,46753,11.6721
2023-06-14,11.741,48582,11.7588
2023-06-15,11.728,57446,11.7277
2023-06-16,11.765,41439,11.737
2023-06-19,11.729,34956,11.7219
2023-06-20,11.765,37510,11.7317
2023-06-21,11.648,45716,11.698
2023-06-22,11.65,44919,11.628
2023-06-23,11.709,44864,11.6559
2023-06-26,11.73,61063,11.7313
2023-06-27,11.788,44363,11.771
2023-06-28,11.899,42599,11.807
2023-06-29,12.057,61536,11.9926
2023-06-30,12.332,63359,12.1865
2023-07-03,12.182,59003,12.2768
2023-07-04,12.334,67522,12.3585
2023-07-05,12.541,52563,12.4568
2023-07-06,12.58,104688,12.7104
2023-07-07,12.648,45997,12.6343
2023-07-10,12.484,56777,12.5967
2023-07-11,12.5,66875,12.5337
2023-07-12,12.696,48019,12.589
2023-07-13,12.591,48121,12.5815
2023-07-14,12.62,34795,12.6081
2023-07-17,12.674,30789,12.6067
2023-07-18,12.627,37846,12.6357
2023-07-19,12.647,26913,12.6284
2023-07-20,12.575,45967,12.6377
2023-07-21,12.616,36429,12.5839
2023-07-24,12.575,44820,12.5601
2023-07-25,12.633,48308,12.6035
2023-07-26,12.582,31683,12.5799
2023-07-27,12.644,31245,12.5983
2023-07-28,12.8,38410,12.7009
2023-07-31,12.808,35074,12.8051
2023-08-01,12.838,36727,12.7937
2023-08-02,13.069,41288,12.9394
2023-08-03,13.117,49730,13.0542
2023-08-04,13.333,48052,13.1974
2023-08-07,13.24,67737,13.3848
2023-08-08,13.419,60945,13.2981
2023-08-09,13.432,60989,13.4807
2023-08-10,13.465,64551,13.453
2023-08-11,13.695,74822,13.547
2023-08-14,13.39,85390,13.7873
2023-08-15,13.254,92316,13.3168
2023-08-16,12.902,71066,13.1502
2023-08-17,12.774,98222,12.8025
2023-08-18,12.827,51191,12.7686
2023-08-21,12.799,63992,12.8453
2023-08-22,12.885,55816,12.873
2023-08-23,12.899,52061,12.9118
2023-08-24,12.972,52629,12.9442
2023-08-25,13.049,41346,12.9922
2023-08-28,13.058,49220,13.0539
2023-08-29,13.094,49550,13.1096
2023-08-30,13.17,34429,13.1377
2023-08-31,13.17,42052,13.188
2023-09-01,13.264,47095,13.2456
2023-09-04,13.3,29569,13.2862
2023-09-05,13.379,39830,13.3444
2023-09-06,13.401,69274,13.3795
2023-09-07,13.417,61097,13.3777
2023-09-08,13.267,40698,13.3139
2023-09-11,13.019,52219,13.188
2023-09-12,12.988,80546,12.9407
2023-09-13,13.235,49939,13.1793
2023-09-14,13.35,73693,13.222
2023-09-15,13.251,63415,13.2738
2023-09-18,13.205,55673,13.237
2023-09-19,13.261,49089,13.173
2023-09-20,13.161,72038,13.21
2023-09-21,13.108,63483,13.1307
2023-09-22,13.159,57753,13.1407
2023-09-25,13.144,57793,13.142
2023-09-26,13.149,43329,13.1512
2023-09-27,13.213,31650,13.1838
2023-09-28,13.308,51048,13.2797
2023-09-29,13.493,36289,13.3729
2023-10-02,13.6,34850,13.5125
2023-10-03,13.597,37064,13.5557
2023-10-04,13.629,34174,13.5827
2023-10-05,13.727,36537,13.6261
2023-10-06,13.715,49795,13.7359
2023-10-09,13.585,73093,13.8463
2023-10-10,13.731,66308,13.6842
2023-10-11,13.708,46250,13.7015
2023-10-12,13.3,95634,13.2905
2023-10-13,13.31,47068,13.305
2023-10-16,13.298,51334,13.2892
2023-10-17,13.32,45526,13.2903
2023-10-18,13.286,58051,13.2885
2023-10-19,13.225,53354,13.243
2023-10-20,13.004,52532,13.0762
2023-10-23,12.882,55334,12.9268
2023-10-24,12.74,51116,12.7683
2023-10-25,12.718,73928,12.7093
2023-10-26,12.778,139374,12.7561
2023-10-27,12.8,109552,12.7232
2023-10-30,12.64,88607,12.7121
2023-10-31,12.685,84132,12.5865
2023-11-01,12.639,82662,12.6971
2023-11-02,12.71,60151,12.7071
2023-11-03,12.657,74681,12.6895
2023-11-06,12.679,7558,12.669
2023-11-07,12.678,68314,12.6678
2023-11-08,12.624,41791,12.6586
2023-11-09,12.6,43740,12.603
2023-11-10,12.611,40972,12.6034
2023-11-13,12.545,46271,12.6036
2023-11-14,12.47,56127,12.4887
2023-11-15,12.321,68163,12.3373
2023-11-16,12.275,59300,12.2516
2023-11-17,12.469,51782,12.3294
2023-11-20,12.318,81406,12.33
2023-11-21,12.292,77923,12.3003
2023-11-22,12.302,38678,12.3036
2023-11-23,12.339,45979,12.3269
2023-11-24,12.387,50729,12.3956
2023-11-27,12.39,37921,12.3801
2023-11-28,12.481,38044,12.3844
2023-11-29,12.407,59077,12.4422
2023-11-30,12.489,45531,12.408
2023-12-01,12.625,36972,12.558
2023-12-04,12.733,42200,12.6917
2023-12-05,12.8775,61445,12.8292
2023-12-06,12.945,66393,12.9411
2023-12-07,12.8515,46384,12.9258
2023-12-08,12.786,64684,12.7858
2023-12-11,12.608,84921,12.6487
2023-12-12,12.5285,52976,12.5602
2023-12-13,12.51,54397,12.4978
2023-12-14,12.655,59515,12.5574
2023-12-15,12.6435,72746,12.619
2023-12-18,12.597,82896,12.6492
2023-12-19,12.665,87810,12.5912
2023-12-20,12.743,66162,12.6749
2023-12-21,12.85,95701,12.8214
2023-12-22,12.839,62239,12.8585
2023-12-25,12.761,47996,12.8221
2023-12-26,12.788,57059,12.7902
2023-12-27,12.735,84770,12.7962
2023-12-28,12.6,92940,12.6639
2023-12-29,12.6115,63839,12.5922
2024-01-03,12.752,14385,12.7257
2024-01-04,12.676,19600,12.7068
2024-01-05,12.65,9771,12.6485
2024-01-08,12.711,13458,12.6447
2024-01-09,12.4935,96991,12.5615
2024-01-10,12.409,71146,12.4317
2024-01-11,12.323,82118,12.3647
2024-01-12,12.226,80728,12.2459
2024-01-15,12.1335,64666,12.1552
2024-01-16,12.12,81519,12.1301
2024-01-17,12.2165,77337,12.1933
2024-01-18,12.265,69767,12.2536
2024-01-19,12.216,55082,12.2644
2024-01-22,12.19,57269,12.1853
2024-01-23,12.278,74894,12.2362
2024-01-24,12.346,92888,12.2957
2024-01-25,12.379,101588,12.3439
2024-01-26,12.487,71569,12.4432
2024-01-29,12.3545,67284,12.4426
2024-01-30,12.439,58223,12.4059
2024-01-31,12.501,62697,12.4617
2024-02-01,12.566,51065,12.5398
2024-02-02,12.612,58286,12.6053
2024-02-05,12.55,75147,12.5987
2024-02-06,12.648,70365,12.6031
2024-02-07,12.6505,60470,12.6428
2024-02-08,12.556,105113,12.626
2024-02-09,12.571,61649,12.5419
2024-02-12,12.6,49799,12.5654
2024-02-13,12.557,45630,12.5726
2024-02-14,12.583,49165,12.5875
2024-02-15,12.7385,81499,12.6679
2024-02-16,12.6515,89179,12.7333
2024-02-19,12.78,78656,12.7657
2024-02-20,12.7995,110445,12.7981
2024-02-21,12.7935,78904,12.7991
2024-02-22,12.809,103891,12.7904
2024-02-26,12.76,73725,12.7782
2024-02-27,12.734,71100,12.7427
2024-02-28,12.6025,102763,12.6865
2024-02-29,12.582,91410,12.5691
2024-03-01,12.665,50671,12.6338
2024-03-04,12.657,39718,12.6513
2024-03-05,12.5575,70354,12.6086
2024-03-06,12.533,60695,12.5169
2024-03-07,12.6005,42507,12.5811
2024-03-11,12.595,67018,12.5956
2024-03-12,12.769,60539,12.6703
2024-03-13,12.6865,83989,12.6982
2024-03-14,12.7,60096,12.7103
2024-03-15,12.87,51230,12.7511
2024-03-18,12.73,76194,12.7483
2024-03-19,12.834,63898,12.7796
2024-03-20,12.798,55153,12.8213
2024-03-21,12.7295,93713,12.742
2024-03-22,12.7485,68261,12.7427
2024-03-25,12.777,44307,12.7877
2024-03-26,12.799,51939,12.786
2024-03-27,12.662,105065,12.704
2024-03-28,12.714,62719,12.7011
2024-03-29,12.671,88172,12.6737
2024-04-01,12.685,56874,12.6903
2024-04-02,12.72,49772,12.7209
2024-04-03,12.7215,57511,12.7156
2024-04-04,12.724,45821,12.7153
2024-04-05,12.759,56988,12.7589
2024-04-08,12.775,35006,12.77
2024-04-09,12.823,41719,12.7997
2024-04-10,12.8755,51798,12.8731
2024-04-11,12.8555,48558,12.8985
2024-04-12,12.857,36962,12.8698
2024-04-15,12.8845,37658,12.8823
2024-04-16,12.9775,52433,12.9364
2024-04-17,12.98,40880,12.9941
2024-04-18,12.9535,54056,12.9706
2024-04-19,12.84,55764,12.874
2024-04-22,12.8505,51849,12.852
2024-04-23,12.806,42333,12.8365
2024-04-24,12.6745,53639,12.7175
2024-04-25,12.652,64114,12.6716
2024-04-26,12.574,97499,12.6068
2024-04-27,12.7,35247,12.5785
2024-04-29,12.739,19602,12.7387
2024-04-30,12.739,18545,12.73
2024-05-02,12.703,58938,12.6892
2024-05-03,12.6955,52701,12.7015
2024-05-06,12.6445,52710,12.65
2024-05-07,12.596,71982,12.5985
2024-05-08,12.6255,66546,12.6228
2024-05-10,12.692,33710,12.6688
2024-05-13,12.5765,54771,12.6216
2024-05-14,12.6085,50471,12.6012
2024-05-15,12.5735,44262,12.6036
2024-05-16,12.5875,54347,12.5827
2024-05-17,12.5715,36210,12.576
2024-05-20,12.503,47868,12.513
2024-05-21,12.408,50621,12.4601
2024-05-22,12.409,40716,12.4213
2024-05-23,12.39,41283,12.4216
2024-05-24,12.288,56944,12.3287
2024-05-27,12.1775,74033,12.195
2024-05-28,12.1885,67003,12.1702
2024-05-29,12.301,51691,12.276
2024-05-30,12.3655,43462,12.3656
2024-05-31,12.388,49541,12.403
2024-06-03,12.2725,65340,12.2976
2024-06-04,12.229,58736,12.2311
2024-06-05,12.216,51537,12.2254
2024-06-06,12.2255,55736,12.2265
2024-06-07,12.2555,60058,12.237
2024-06-10,12.1725,65243,12.2181
2024-06-11,12.2255,47273,12.2305
2024-06-13,12.2205,131658,12.0729
2024-06-14,12.15,69784,12.1606
2024-06-17,11.951,40836,12.0822
2024-06-18,11.45,67954,11.763
2024-06-19,11.1925,126079,11.1732
2024-06-20,11.949,125837,11.5488
2024-06-21,12.0455,112169,12.0418
2024-06-24,11.6795,79406,11.8373
2024-06-25,11.895,59346,11.817
2024-06-26,11.713,65337,11.8158
2024-06-27,11.5255,86317,11.4936
2024-06-28,11.7345,92326,11.588
2024-07-01,11.8755,54657,11.8075
2024-07-02,11.814,52936,11.8929
2024-07-03,11.903,30849,11.8991
2024-07-04,11.99,27545,11.9936
2024-07-05,11.973,42166,11.9974
2024-07-08,11.9105,32750,11.9736
2024-07-09,11.949,31137,11.9454
2024-07-10,11.984,31656,11.963
2024-07-11,11.952,21336,11.9952
2024-07-12,11.97,24357,11.9751
2024-07-15,12.086,30571,12.0038
2024-07-16,12.039,25315,12.05
2024-07-17,12.003,32964,12.0493
2024-07-18,12.0285,47255,12.024
2024-07-19,11.9715,40444,12.0139
2024-07-22,11.972,45293,11.9736
2024-07-23,11.9035,46265,11.9065
2024-07-24,11.8105,35334,11.8242
2024-07-25,11.766,58361,11.7426
2024-07-26,11.85,65477,11.7397
2024-07-29,11.795,51884,11.844
2024-07-30,11.846,59385,11.8429
2024-07-31,11.84,32793,11.8668
2024-08-01,11.7755,41589,11.7848
2024-08-02,11.76,48847,11.8237
2024-08-05,11.8445,44609,11.8483
2024-08-06,11.85,36180,11.7994
2024-08-07,11.83,29937,11.8129
2024-08-08,11.858,39726,11.8718
2024-08-09,11.875,35806,11.8907
2024-08-12,11.891,32528,11.8752
2024-08-13,12.0785,56104,12.0294
2024-08-14,11.94,51789,12.0589
2024-08-15,11.982,69036,11.9353
2024-08-16,12.0685,50640,12.0513
2024-08-19,12.1005,33357,12.1174
2024-08-20,12.1865,30068,12.1244
2024-08-21,12.09,53587,12.1981
2024-08-22,11.84,63193,11.9466
2024-08-23,11.841,73658,11.7828
2024-08-26,11.678,85939,11.686
2024-08-27,11.799,77584,11.7537
2024-08-28,11.839,66614,11.8404
2024-08-29,11.925,88440,11.9068
2024-08-30,12.049,85993,12.0168
2024-09-02,12.045,55073,12.0462
2024-09-03,12.117,47485,12.1129
2024-09-04,12.69,70814,12.5459
2024-09-05,12.499,50574,12.5021
2024-09-06,12.623,39133,12.5545
2024-09-09,12.6465,30505,12.633
2024-09-10,12.682,37220,12.6955
2024-09-11,12.6945,77750,12.7136
2024-09-12,12.7305,33196,12.7294
2024-09-13,12.765,68605,12.7229
2024-09-16,12.92,37946,12.7905
2024-09-17,12.882,45835,12.9174
2024-09-18,12.9985,68710,12.9487
2024-09-19,12.967,119502,13.0854
2024-09-20,13.1195,78985,13.0488
2024-09-23,13.144,42354,13.1174
2024-09-24,13.1265,62881,13.1941
2024-09-25,13.15,62996,13.1007
2024-09-26,13.176,47562,13.1549
2024-09-27,13.281,34237,13.2267
2024-09-30,13.24,41112,13.2376
2024-10-01,13.283,37112,13.2193
2024-10-02,13.4945,42147,13.401
2024-10-03,13.459,42430,13.4751
2024-10-04,13.4465,20269,13.4237
2024-10-07,13.5095,52531,13.5512
2024-10-08,13.6495,47174,13.5977
2024-10-09,13.6775,56987,13.6866
2024-10-10,13.5105,46668,13.6818
2024-10-11,13.469,38814,13.4739
2024-10-14,13.526,26045,13.5014
2024-10-15,13.58,57845,13.5706
2024-10-16,13.53,33260,13.5878
2024-10-17,13.549,47083,13.5458
2024-10-18,13.383,60932,13.4508
2024-10-21,13.5005,37449,13.4775
2024-10-22,13.542,25089,13.5465
2024-10-23,13.5365,32232,13.5207
2024-10-24,13.549,31869,13.5359
2024-10-25,13.505,42127,13.5009
2024-10-28,13.6165,50265,13.6066
2024-10-29,13.577,52041,13.5916
2024-10-30,13.6005,21649,13.5878
2024-10-31,13.575,38477,13.599
2024-11-01,13.6595,22262,13.642
2024-11-02,13.668,17843,13.6707
2024-11-05,13.704,29784,13.7414
2024-11-06,13.5975,27064,13.6366
2024-11-07,13.625,32827,13.6221
2024-11-08,13.57,35715,13.588
2024-11-11,13.513,36083,13.5467
2024-11-12,13.5,25461,13.4955
2024-11-13,13.6,36485,13.599
2024-11-14,13.715,39007,13.6633
2024-11-15,13.69,51474,13.7811
2024-11-18,13.7595,49229,13.7579
2024-11-19,13.8385,49574,13.7867
2024-11-20,13.82,27699,13.8186
2024-11-21,13.95,50694,13.8817
2024-11-22,14.0765,39792,13.9638
2024-11-25,14.3805,37884,14.258
2024-11-26,14.6705,49278,14.4676
2024-11-27,14.47,110024,14.8173
2024-11-28,14.7285,61990,14.6706
2024-11-29,14.5005,55135,14.6907
2024-12-02,14.608,66596,14.6149
2024-12-03,14.441,54479,14.526
2024-12-04,14.3315,45658,14.2529
2024-12-05,13.93,107909,14.0727
2024-12-06,13.41,135177,13.571
2024-12-09,13.859,59777,13.5909
2024-12-10,13.7,129693,13.6576
2024-12-11,13.9255,80212,13.8923
2024-12-12,13.8,73344,13.9432
2024-12-13,13.8695,49568,13.9953
2024-12-16,13.859,109462,13.8617
2024-12-17,14.07,74181,13.9815
2024-12-18,14.1515,71538,14.0786
2024-12-19,14.007,74078,14.1412
2024-12-20,13.9605,77267,13.9884
2024-12-23,13.845,81333,13.7985
2024-12-24,13.7,71910,13.6695
2024-12-25,13.486,62052,13.5855
2024-12-26,13.4,61103,13.4685
2024-12-27,13.45,83127,13.4462
2024-12-28,13.6735,58424,13.4632
2024-12-30,13.705,16346,13.71
2025-01-03,13.7975,5515,13.7972
2025-01-06,13.624,11547,13.6639
2025-01-08,13.51,5784,13.6045
2025-01-09,13.58,48365,13.6637
2025-01-10,13.72,48087,13.6797
2025-01-13,13.818,52229,13.8201
2025-01-14,13.9385,44562,13.9366
2025-01-15,13.902,40179,13.9225
2025-01-16,13.909,50041,13.9119
2025-01-17,13.87,41639,13.9337
2025-01-20,13.8225,43150,13.8307
2025-01-21,13.583,59475,13.703
2025-01-22,13.5415,63333,13.5438
2025-01-23,13.5495,33254,13.5726
2025-01-24,13.469,64811,13.5005
2025-01-27,13.4645,83415,13.3899
2025-01-28,13.368,59206,13.4388
2025-01-29,13.3965,50880,13.3837
2025-01-30,13.231,58455,13.3474
2025-01-31,13.354,63204,13.2725
2025-02-03,13.267,42057,13.3824
2025-02-04,13.267,37991,13.2849
2025-02-05,12.996,82362,13.1511
2025-02-06,13.2425,84187,13.0688
2025-02-07,13.2735,65117,13.2451
2025-02-10,13.11,42378,13.2252
2025-02-11,12.915,117764,13.0076
2025-02-12,12.66,80308,12.763
2025-02-13,12.28,128010,12.3414
2025-02-14,12.475,81721,12.4143
2025-02-17,12.333,63606,12.4609
2025-02-18,12.4225,74048,12.4124
2025-02-19,12.356,71954,12.3486
2025-02-20,12.018,61507,12.1277
2025-02-21,12.0,66517,12.0891
2025-02-24,11.975,74738,12.0538
2025-02-25,11.689,82562,11.7804
2025-02-26,11.911,131899,11.7659
2025-02-27,12.0195,104953,11.9591
2025-02-28,12.123,79760,12.0978
2025-03-03,12.0945,94115,12.1649
2025-03-04,12.16,73642,12.1838
2025-03-05,12.228,66072,12.2788
2025-03-06,12.273,44831,12.2831
2025-03-07,12.132,74104,12.1938
2025-03-10,11.875,72157,12.05
2025-03-11,11.85,93757,11.8293
2025-03-12,11.936,73750,11.9333
2025-03-13,11.83,84618,11.8717
2025-03-14,11.801,65427,11.7903
2025-03-17,11.35,107878,11.5504
2025-03-18,11.219,107515,11.2526
2025-03-19,11.496,110728,11.459
2025-03-20,11.5025,87987,11.5901
2025-03-21,11.466,94284,11.5528
2025-03-24,11.6045,83194,11.4955
2025-03-25,11.489,71041,11.5532
2025-03-26,11.45,53486,11.5155
2025-03-27,11.42,70400,11.4808
2025-03-28,11.685,69316,11.5201
2025-03-31,11.681,90174,11.7054
2025-04-01,11.473,80264,11.5775
2025-04-02,11.511,80510,11.5259
2025-04-03,11.58,71309,11.4953
2025-04-04,11.7195,102244,11.6414
2025-04-07,11.581,64188,11.7056
2025-04-08,11.619,77868,11.5801
2025-04-09,11.546,63625,11.6249
2025-04-10,11.529,52855,11.5289
2025-04-11,11.25,78341,11.4241
2025-04-14,11.1975,73857,11.2182
2025-04-15,11.228,75973,11.1764
2025-04-16,11.2655,115200,11.2891
2025-04-17,11.0615,88157,11.1856
2025-04-18,11.038,80012,11.1013
2025-04-21,11.13,58946,11.0814
2025-04-22,11.133,71499,11.1231
2025-04-23,11.375,119618,11.345
2025-04-24,11.354,78890,11.3941
2025-04-25,11.329,86772,11.3492
2025-04-28,11.2,90449,11.268
2025-04-29,11.17,78297,11.1994
2025-04-30,11.165,87855,11.1719
2025-05-02,11.41,18590,11.402
2025-05-05,11.208,67623,11.2728
2025-05-06,11.235,36705,11.2164
2025-05-07,11.195,50021,11.1862
2025-05-08,11.2375,15293,11.2936
2025-05-12,11.149,66936,11.1664
2025-05-13,11.118,63637,11.151
2025-05-14,11.06,60506,11.1132
2025-05-15,11.117,57773,11.1097
2025-05-16,11.1785,73346,11.1633
2025-05-19,11.079,71105,11.1158
2025-05-20,11.1725,56901,11.1707
2025-05-21,11.0545,77334,11.0769
2025-05-22,11.0525,44120,11.0219
2025-05-23,11.022,42120,11.0718
2025-05-26,11.09,51340,11.0813
2025-05-27,11.1185,49495,11.1049
2025-05-28,11.0135,92901,11.0429
2025-05-29,10.86,79769,10.8871
2025-05-30,10.903,45026,10.8918
2025-06-02,10.89,45815,10.9429
2025-06-03,10.904,56300,10.9137
2025-06-04,11.008,80052,10.9082
2025-06-05,10.968,77909,11.0179
2025-06-06,11.007,74654,10.9943
2025-06-09,10.96,53796,10.9733
2025-06-10,10.81,87322,10.8885
2025-06-11,10.96,81742,10.9504
2025-06-13,10.894,10949,10.9083
2025-06-16,10.89,85961,10.8995
2025-06-17,10.89,96825,10.9145
2025-06-18,10.874,48722,10.8706
2025-06-19,10.845,91851,10.8574
2025-06-20,10.8985,40923,10.8991
2025-06-23,10.8695,86201,10.8702
2025-06-24,10.91,41449,10.9607
2025-06-25,10.891,70575,10.9048
2025-06-26,10.9155,61578,10.9352
2025-06-27,10.925,26845,10.9416
2025-06-30,10.92,38186,10.9182
2025-07-01,10.939,33088,10.942
2025-07-02,10.947,23945,10.948
2025-07-03,10.97,51714,10.9853
2025-07-04,10.953,44402,10.99
2025-07-07,10.837,77088,10.9254
2025-07-08,10.855,36506,10.8547
2025-07-09,10.8375,50713,10.8409
2025-07-10,10.82,33842,10.8174
2025-07-11,10.954,77227,10.8748
2025-07-14,10.864,88888,10.8882
2025-07-15,10.8315,73819,10.835
2025-07-16,10.8385,35967,10.8394
2025-07-17,10.846,74387,10.8719
2025-07-18,10.938,66132,10.9056
2025-07-21,10.857,42694,10.8859
2025-07-22,10.9425,55324,10.8909
2025-07-23,10.944,111475,10.9578
2025-07-24,11.045,54925,11.0615
2025-07-25,11.06,51454,11.0669
2025-07-28,11.3415,72938,11.1991
2025-07-29,11.4195,89197,11.4239
2025-07-30,11.1985,75696,11.3026
2025-07-31,11.098,80911,11.0942
2025-08-01,11.064,45922,11.0828
2025-08-04,11.0725,87821,11.0625
2025-08-05,11.097,39376,11.1013
2025-08-06,11.094,38422,11.1152
2025-08-07,10.9905,43049,11.0141
2025-08-08,11.0765,68995,11.0682
2025-08-11,11.012,33022,11.0447
2025-08-12,11.058,38741,11.0566
2025-08-13,11.0565,37599,11.0635
2025-08-14,11.05,26030,11.0867
2025-08-15,11.1035,32087,11.1023
2025-08-18,11.179,72602,11.1558
2025-08-19,11.15,43574,11.1644
2025-08-20,11.148,40726,11.1424
2025-08-21,11.162,42602,11.155
2025-08-22,11.248,65161,11.2029
2025-08-25,11.171,42107,11.2384
2025-08-26,11.2325,33729,11.1871
2025-08-27,11.23,53941,11.2126
2025-08-28,11.238,43348,11.2287
2025-08-29,11.256,52808,11.2706
2025-09-01,11.2285,40043,11.2544
2025-09-02,11.27,58958,11.2544
2025-09-03,11.296,48113,11.2981
2025-09-04,11.346,36549,11.3524
2025-09-05,11.401,31782,11.3879
2025-09-08,11.594,41613,11.496
2025-09-09,11.778,54756,11.7025
2025-09-10,11.917,83296,11.8924
2025-09-11,11.949,95868,11.936
2025-09-12,11.7495,80924,11.8135
2025-09-15,11.564,121872,11.589
2025-09-16,11.62,64345,11.6105
2025-09-17,11.68,59888,11.6695
2025-09-18,11.6995,80863,11.6625
2025-09-19,11.7,46977,11.7007
2025-09-22,11.72,40478,11.7272
2025-09-23,11.704,64261,11.7028
2025-09-24,11.663,44741,11.7128
2025-09-25,11.705,73423,11.7089
2025-09-26,11.5965,74735,11.6674
2025-09-29,11.542,62566,11.5871
2025-09-30,11.5185,52417,11.5411
2025-10-01,11.3595,56845,11.3822
2025-10-02,11.317,33557,11.3399
2025-10-03,11.49,61668,11.4376
2025-10-06,11.473,39901,11.5509
2025-10-07,11.4085,41865,11.367
2025-10-08,11.27,43653,11.3315
2025-10-09,11.331,42702,11.3589
2025-10-10,11.34,33694,11.3597
2025-10-13,11.1795,125195,11.2685
2025-10-14,11.084,83888,11.1133
2025-10-15,10.9875,112860,11.0101
2025-10-16,11.1975,129514,11.1111
2025-10-17,11.38,65217,11.3574
2025-10-20,11.275,59114,11.3444
2025-10-21,11.408,69991,11.3691
2025-10-22,11.374,90726,11.4444
2025-10-23,11.377,76555,11.3737
2025-10-24,11.147,86529,11.2844
2025-10-27,11.165,61454,11.0669
2025-10-28,11.17,59930,11.1763
2025-10-29,11.22,66896,11.1749
2025-10-30,11.2945,71071,11.2826
2025-10-31,11.2605,79526,11.3269
2025-11-01,11.3,43881,11.2561
2025-11-03,11.155,11540,11.2226
2025-11-05,11.391,55724,11.3435
